,Postal Code,Latitude,Longitude
0,786005,1.40200087474729,103.832494508841
1,786010,1.39359420906618,103.839051680503
2,786015,1.40393859107231,103.818849957935
3,786020,1.40480911505593,103.819465500143
4,786025,1.40592067370999,103.822688637318
5,786026,1.40593515249298,103.822740384514
6,786027,1.4059497938775,103.822793327076
7,786028,1.40596438351816,103.822844686153
8,786029,1.40597896002412,103.822897285202
9,786030,1.4059933405315,103.822948830861
10,786031,1.40600788309281,103.823001562639
11,786032,1.40602255950324,103.823053159975
12,786033,1.40603753729613,103.823105641528
13,786034,1.40605192628457,103.823157173046
14,786035,1.40606622029199,103.823209945354
15,786036,1.4060804327187,103.823261061828
16,786037,1.40610557161811,103.823348715401
17,786038,1.40611987218467,103.823400057895
18,786039,1.4061344785155,103.823452795118
19,786040,1.40614895919753,103.823504522196
20,786041,1.40616421044009,103.823557196862
21,786042,1.40617810231959,103.82360867236
22,786043,1.40614232027592,103.823746755153
23,786044,1.4061107637236,103.823790406693
24,786045,1.40607982005836,103.823834124321
25,786046,1.40604803521476,103.823878638863
26,786047,1.406016944553,103.823922277342
27,786048,1.40586591336082,103.823597827776
28,786049,1.40575404714647,103.823633084337
29,786050,1.40572268111614,103.823677214561
30,786051,1.40568592119814,103.823725450393
31,786055,1.40634727833582,103.822011645022
32,786056,1.40636349698402,103.822064380058
33,786057,1.4063780606389,103.822116298336
34,786058,1.40639262620873,103.8221682158
35,786059,1.40650889461267,103.822198752718
36,786060,1.40642175597631,103.822272050728
37,786061,1.40643632044775,103.822323968466
38,786062,1.40645088519175,103.822375886203
39,786063,1.40646545048209,103.822427803942
40,786064,1.40648001522379,103.822479721681
41,786065,1.4064945796906,103.822531639421
42,786066,1.40650815571448,103.822585106655
43,786067,1.4065320277879,103.822669196445
44,786068,1.40654824642119,103.822721931762
45,786069,1.40656281060887,103.822773849776
46,786070,1.40657737589031,103.822825767248
47,786071,1.4065919406231,103.822877684992
48,786072,1.40660650535475,103.822929602737
49,786073,1.40662107008525,103.822981520211
50,786074,1.4066356348146,103.823033437957
51,786075,1.40665015382877,103.823085210193
52,786076,1.40655850846295,103.823166398703
53,786077,1.40667929587336,103.823189048952
54,786078,1.40669290418321,103.823242657626
55,786079,1.40673131224522,103.823322667617
56,786080,1.40674747173771,103.823375473114
57,786081,1.40677871798573,103.823422770614
58,786082,1.40679328188402,103.823474688911
59,786083,1.40683114013674,103.823520155121
60,786084,1.40684570512778,103.823572072604
