,Postal Code,Latitude,Longitude
0,680001,1.38253882861956,103.751710905678
1,680002,1.38193350023798,103.75183468578
2,680003,1.38247656726294,103.752527976573
3,680004,1.38193929484651,103.752806721707
4,680005,1.38211439144289,103.75356509712
5,680006,1.38158682382234,103.753828252297
6,680007,1.38147444864872,103.754521535437
7,680008,1.38066226970719,103.754670556697
8,680009,1.38003501182773,103.754145535915
9,680010,1.38047055057828,103.755211075265
10,680011,1.37976221059279,103.754969354123
11,680012,1.37946433280774,103.755671539991
12,680013,1.37894634652916,103.755847939018
13,680014,1.37848150958552,103.755675386906
14,680015,1.37913357256794,103.7547387164
15,680016,1.37837787722959,103.754764782165
16,680017,1.37919759061172,103.753933666216
17,680018,1.37829768797221,103.754071398872
18,680019,1.37939429441995,103.752949446949
19,680020,1.37875454766792,103.753163445856
20,680025,1.37798715606626,103.75518761449
21,680026,1.37762112372223,103.755740001262
22,680101,1.37788964623982,103.754239909547
23,680102,1.377082841385,103.754394432037
24,680103,1.37713078246274,103.753555993761
25,680104,1.37708162127187,103.752870448301
26,680105,1.37765001961331,103.7529943035
27,680106,1.37795798795128,103.752931630674
28,680107,1.37805538148223,103.753588247554
29,680108,1.378324137359,103.752950750544
30,680109,1.37865989251211,103.752077659463
31,680110,1.37821371288758,103.751983012288
32,680111,1.37787904560638,103.752103670331
33,680112,1.37748545136822,103.751921303308
34,680113,1.37793931794235,103.75091538895
35,680114,1.37850799248774,103.750707442454
36,680115,1.37893677955462,103.751182368998
37,680116,1.37898192310747,103.751779491677
38,680117,1.3795891559942,103.751272002099
39,680118,1.37987102781951,103.750647321595
40,680119,1.37921555538309,103.750399424474
41,680120,1.37884241697393,103.750339351326
42,680121,1.37830357075531,103.750108106647
43,680122,1.37851898360363,103.749630691351
44,680123,1.37919635460193,103.749457687117
45,680124,1.38010501012606,103.749632027385
46,680130,1.3812909121038,103.750296649613
47,680131,1.38149344880731,103.750955861582
48,680132,1.38106199176972,103.750795989119
49,680133,1.38074415084014,103.751221118009
50,680134,1.38026609488201,103.750956814968
51,680135,1.38045272354815,103.751556332544
52,680136,1.3799061370713,103.751696104326
53,680137,1.38004752975397,103.752483841199
54,680138,1.38024085034488,103.752435768455
55,680139,1.38022680750527,103.752577308156
56,680140,1.38001805825626,103.753148377762
57,680141,1.38041181166501,103.75258047021
58,680142,1.38079049641025,103.75195441174
59,680143,1.3802365128629,103.7532177191
60,680144,1.38082768721762,103.752476579633
61,680145,1.38150500437531,103.752466910692
62,680146,1.3811166785123,103.752527098337
63,680150,1.37820351130765,103.756450878128
64,680151,1.37841061448898,103.757251128701
65,680152,1.37881790510246,103.758023837892
66,680153,1.37915123926616,103.758554890844
67,680154,1.37964487632189,103.757746962906
68,680155,1.37893693677123,103.75716507033
69,680156,1.37883825439681,103.756635416804
70,680157,1.37918786548209,103.756782882659
71,680158,1.37999554881374,103.756963104815
72,680159,1.38021644657731,103.756463742103
73,680160,1.38079449708347,103.756442998925
74,680161,1.38012990422531,103.758203987241
75,680162,1.38086551927932,103.757683733859
76,680163,1.3809102767137,103.756925824414
77,680164,1.38115926308689,103.756362638551
78,680165,1.38292232427838,103.753939006148
79,680166,1.38294870170981,103.752865119141
80,680201,1.38213809278539,103.749542169054
81,680202,1.3818369774308,103.74946480804
82,680203,1.38133728174881,103.749449671373
83,680204,1.3805063342685,103.749107380979
84,680205,1.38092680230382,103.748559601544
85,680206,1.3806670668767,103.748339853034
86,680207,1.38130421956978,103.747765004482
87,680208,1.38146075573503,103.748182713332
88,680209,1.38282662612164,103.748014485664
89,680210,1.38252550607593,103.747937128636
90,680211,1.38192104456083,103.747901184928
91,680212,1.38246992704217,103.747346083254
92,680213,1.38217295387287,103.747211973147
93,680214,1.38245529185336,103.746618307059
94,680215,1.38289363072177,103.747120904492
95,680216,1.38319877383368,103.747183263739
96,680217,1.38335694185996,103.746605997144
97,680218,1.38283793792234,103.745841902867
98,680219,1.38251530490517,103.745366946597
99,680220,1.38193097430224,103.745583043297
100,680221,1.38222959408828,103.745057027229
101,680223,1.38148413111005,103.744533463637
102,680224,1.38078152626664,103.74466959968
103,680225,1.38109065348717,103.744889593727
104,680226,1.38115995023886,103.745292702375
105,680227,1.38118249686415,103.745966246926
106,680228,1.38094750691966,103.746495785208
107,680229,1.38065374616798,103.746367294001
108,680230,1.3804123119769,103.746190534804
109,680231,1.38008135969444,103.746113120679
110,680232,1.38058554951928,103.747098393775
111,680233,1.3803055953649,103.747293951775
112,680234,1.3802069557625,103.748137630209
113,680235,1.37978227745586,103.748759628668
114,680236,1.37981581239549,103.748209630694
115,680237,1.37944749879618,103.748287404475
116,680238,1.37914625858488,103.74820998984
117,680239,1.37944877151316,103.747548438263
118,680248,1.37900459646071,103.745926026056
119,680249,1.37962407045143,103.745530138585
120,680250,1.37930897796883,103.745365161971
121,680251,1.37829226381639,103.744574238625
122,680252,1.37803539434682,103.745020692529
123,680253,1.37736607441394,103.744393648768
124,680254,1.37822238271604,103.743885220226
125,680271,1.37869966040642,103.742532296308
126,680272,1.3787209383866,103.742923724743
127,680273,1.37925043437799,103.743072730416
128,680274,1.37936988042156,103.74286869532
129,680275,1.37927559119004,103.742229694175
130,680276,1.3795686389922,103.744327188173
131,680277,1.37987227900139,103.744605644093
132,680278,1.38009306194055,103.743465436354
133,680279,1.38069462181096,103.743434411582
134,680280,1.3808318992022,103.74293968344
135,680281,1.38032442970476,103.74259978067
136,680282,1.38025443409642,103.743214351168
137,680283,1.37970871614932,103.742871205952
138,680284,1.37971408270921,103.742138192161
139,680285,1.38012255733941,103.741885701698
140,680286,1.37961096389848,103.741537948984
141,680287,1.3785215910742,103.741685629222
142,680288,1.37893889552044,103.74102712594
143,680289,1.37927183528093,103.74066488084
144,680290,1.37885430144501,103.740416962384
145,680291,1.378703619825,103.739795696799
146,680292,1.37815633473393,103.739808638278
147,680293,1.37817045766097,103.740252438446
148,680294,1.37860430951383,103.74096177665
149,680295,1.37816643855629,103.740967962566
150,680296,1.3774155546747,103.740781546727
151,680297,1.3770789738897,103.741911971924
152,680302,1.38501654423548,103.743339409916
153,680304,1.38449406891066,103.743146477711
154,680305,1.38432785634159,103.742917135674
155,680306,1.384956724776,103.742877957261
156,680307,1.38523428420139,103.74270487573
157,680308,1.38557729351054,103.742778536251
158,680309,1.3851129550364,103.745795194145
159,680340,1.38409830722396,103.74549899545
160,680341,1.38435516978372,103.746146014182
161,680342,1.38394155773497,103.746425614003
162,680343,1.38341750127746,103.745686287938
163,680344,1.38328262549326,103.74511032068
164,680345,1.38280878340153,103.744790220928
165,680346,1.38358998692837,103.744901135483
166,680350,1.38352784095572,103.74346921753
167,680351,1.38350488400214,103.743079424598
168,680352,1.38284472448446,103.743157330273
169,680353,1.38213707062575,103.743397513845
170,680354,1.38264543801157,103.743561079684
171,680355,1.38312422256392,103.743774848821
172,680401,1.37969264223731,103.739760661718
173,680402,1.37920252711367,103.739438134005
174,680403,1.37949409265012,103.73888752547
175,680404,1.38012964850802,103.738888788773
176,680405,1.38021754622899,103.739453325086
177,680406,1.38037389462046,103.740209588608
178,680407,1.38041759813853,103.740828418583
179,680408,1.37991383605328,103.740467037393
180,680409,1.38112967018954,103.741877152961
181,680410,1.38062798768557,103.741520103731
182,680411,1.38105979818198,103.741260167797
183,680412,1.38180972459048,103.742381573149
184,680413,1.38132792158886,103.742568460559
185,680414,1.38216660471552,103.742248296899
186,680415,1.38274610888732,103.742446143166
187,680416,1.38334049587446,103.742083284398
188,680417,1.38296498350584,103.741578052416
189,680418,1.3823730080302,103.741352252705
190,680419,1.38192576906172,103.74156049873
191,680420,1.38147127512783,103.741375947485
192,680421,1.38177896881885,103.740747501903
193,680422,1.38225681754484,103.740957419462
194,680423,1.3820241469387,103.740310723833
195,680424,1.38148303585952,103.740309029232
196,680425,1.38121893045435,103.739482403988
197,680426,1.38053535977727,103.739234509084
